source_chunk_id,insurer_code,coverage_code,raw_name,amount_value,amount_text,new_chunk_id,status
6417,DB,A4210,유사암진단비,1000000,100만원,,skipped_existing
6417,DB,A4103,뇌졸중진단비,10000000,"1,000만원",,skipped_existing
6417,DB,A1300,상해사망,10000000,"1,000만원",,skipped_existing
6417,DB,A1300,상해사망,10000000,"1,000만원",,skipped_existing
6417,DB,A4299_1,암진단비,10000000,"1,000만원",,skipped_existing
6417,DB,A4210,유사암진단비,1000000,100만원,,skipped_existing
6417,DB,A4103,뇌졸중진단비,10000000,"1,000만원",,skipped_existing
6418,DB,A1300,상해사망,10000000,"1,000만원",10990,created
6418,DB,A1300,상해사망,10000000,"1,000만원",,skipped_existing
6418,DB,A4299_1,암진단비,10000000,"1,000만원",10991,created
6418,DB,A4210,유사암진단비,1000000,100만원,10992,created
6418,DB,A4103,뇌졸중진단비,10000000,"1,000만원",10993,created
6418,DB,A1300,상해사망,10000000,"1,000만원",,skipped_existing
6418,DB,A1300,상해사망,10000000,"1,000만원",,skipped_existing
6418,DB,A4299_1,암진단비,10000000,"1,000만원",,skipped_existing
6418,DB,A4210,유사암진단비,1000000,100만원,,skipped_existing
6418,DB,A4103,뇌졸중진단비,10000000,"1,000만원",,skipped_existing
6419,DB,A1300,상해사망,10000000,"1,000만원",10994,created
6419,DB,A1300,상해사망,10000000,"1,000만원",,skipped_existing
6419,DB,A4299_1,암진단비,10000000,"1,000만원",10995,created
6419,DB,A4210,유사암진단비,1000000,100만원,10996,created
6419,DB,A4103,뇌졸중진단비(갱신형),10000000,"1,000만원",10997,created
6419,DB,A1300,상해사망,10000000,"1,000만원",,skipped_existing
6419,DB,A1300,상해사망,10000000,"1,000만원",,skipped_existing
6419,DB,A4299_1,암진단비,10000000,"1,000만원",,skipped_existing
6419,DB,A4210,유사암진단비,1000000,100만원,,skipped_existing
6419,DB,A4103,뇌졸중진단비(갱신형),10000000,"1,000만원",,skipped_existing
7518,HANWHA,A4302,화상진단비,100000,10만원,10998,created
7518,HANWHA,A4210,대유사암진단비,4000000,400만원,10999,created
7518,HANWHA,A4210,대유사암진단비(기타피부암),6000000,600만원,,skipped_existing
7518,HANWHA,A4210,대유사암진단비(제자리암),6000000,600만원,,skipped_existing
7518,HANWHA,A4210,대유사암진단비(경계성종양),6000000,600만원,,skipped_existing
7518,HANWHA,A4210,대유사암진단비(갑상선암),6000000,600만원,,skipped_existing
7518,HANWHA,A9617_1,특정유사암항암방사선치료비(세부보장별각1회한),1000000,100만원,11000,created
7518,HANWHA,A9617_1,항암방사선치료비(1회한),3000000,300만원,,skipped_existing
7518,HANWHA,A9617_1,항암약물치료비(1회한),3000000,300만원,,skipped_existing
7518,HANWHA,A9617_1,특정유사암항암약물치료비(세부보장별각1회한),1000000,100만원,,skipped_existing
7518,HANWHA,A4104_1,심근병증진단비,1000000,100만원,11001,created
7518,HANWHA,A4104_1,주요심장염증질환진단비,1000000,100만원,,skipped_existing
7518,HANWHA,A5300,상해수술비,100000,10만원,11002,created
7518,HANWHA,A5100,질병수술비,100000,10만원,11003,created
7518,HANWHA,A5298_001,대유사암수술비,300000,30만원,11004,created
7518,HANWHA,A5104_1,뇌혈관질환수술비(수술1회당),5000000,500만원,11005,created
7518,HANWHA,A5107_1,허혈성심장질환수술비(수술1회당),5000000,500만원,11006,created
7518,HANWHA,A6300_1,상해입원비(1일이상180일한도),10000,1만원,11007,created
7518,HANWHA,A6100_1,질병입원비(1일이상180일한도),10000,1만원,11008,created
7520,HANWHA,A4302,화상진단비,100000,10만원,11009,created
7520,HANWHA,A4210,대유사암진단비(기타피부암),4000000,400만원,11010,created
7520,HANWHA,A4210,대유사암진단비(제자리암),4000000,400만원,,skipped_existing
7520,HANWHA,A4210,대유사암진단비(경계성종양),4000000,400만원,,skipped_existing
7520,HANWHA,A4210,대유사암진단비(갑상선암),4000000,400만원,,skipped_existing
7520,HANWHA,A9617_1,특정유사암항암방사선치료비(세부보장별각1회한),1000000,100만원,11011,created
7520,HANWHA,A9617_1,세부보장,3000000,300만원,,skipped_existing
7520,HANWHA,A9617_1,항암방사선치료비(1회한),3000000,300만원,,skipped_existing
7520,HANWHA,A9617_1,항암약물치료비(1회한),3000000,300만원,,skipped_existing
7520,HANWHA,A9617_1,특정유사암항암약물치료비(세부보장별각1회한),1000000,100만원,,skipped_existing
7521,HANWHA,A4104_1,심근병증진단비,1000000,100만원,11012,created
7521,HANWHA,A4104_1,주요심장염증질환진단비,1000000,100만원,,skipped_existing
7521,HANWHA,A5300,상해수술비,100000,10만원,11013,created
7523,HANWHA,A5104_1,뇌혈관질환수술비(수술1회당),5000000,500만원,11014,created
7523,HANWHA,A5107_1,허혈성심장질환수술비(수술1회당),5000000,500만원,11015,created
7523,HANWHA,A6300_1,상해입원비(1일이상180일한도),10000,1만원,11016,created
7523,HANWHA,A6100_1,질병입원비(1일이상180일한도),10000,1만원,11017,created
7568,HANWHA,A9617_1,항암방사선약물치료비,5000000,500만원,11018,created
7568,HANWHA,A9617_1,항암방사선약물치료비,5000000,500만원,,skipped_existing
7568,HANWHA,A9617_1,항암방사선약물치료비,5000000,500만원,,skipped_existing
7568,HANWHA,A4104_1,주요심장염증질환진단비,5000000,500만원,11019,created
7568,HANWHA,A1300,상해사망,3500000,350만원,11020,created
7568,HANWHA,A1100,질병사망,3500000,350만원,11021,created
7757,HANWHA,A9617_1,세부보장,2000000,200만원,11022,created
7759,HANWHA,A4104_1,주요심장염증질환진단비,5000000,500만원,11023,created
7759,HANWHA,A1300,상해사망,3500000,350만원,11024,created
7759,HANWHA,A1100,질병사망,3500000,350만원,11025,created
7815,HANWHA,A1300,상해사망,30000000,"3,000만원",11026,created
7815,HANWHA,A4210,대유사암진단비,10000000,"1,000만원",11027,created
7815,HANWHA,A4101,뇌혈관질환진단비,10000000,"1,000만원",11028,created
8634,HEUNGKUK,A1300,일반상해사망,10000000,"1,000만원",11029,created
8634,HEUNGKUK,A1100,질병사망,10000000,"1,000만원",11030,created
8634,HEUNGKUK,A4301_1,골절진단비(치아파절제외),100000,10만원,11031,created
8634,HEUNGKUK,A4302,화상진단비,100000,10만원,11032,created
8634,HEUNGKUK,A4103,뇌졸중진단비,10000000,"1,000만원",11033,created
8634,HEUNGKUK,A4105,허혈성심질환진단비,10000000,"1,000만원",11034,created
8634,HEUNGKUK,A4104_1,주요심장염증질환진단비,1000000,100만원,11035,created
8634,HEUNGKUK,A4101,뇌혈관질환진단비,10000000,"1,000만원",11036,created
8634,HEUNGKUK,A4102,뇌출혈진단비,10000000,"1,000만원",11037,created
8634,HEUNGKUK,A9640_1,뇌졸중 혈전용해치료비(1회한),2000000,200만원,11038,created
8634,HEUNGKUK,A9640_1,특정허혈성심질환 혈전용해치료비(1회한),2000000,200만원,,skipped_existing
8634,HEUNGKUK,A4200_1,암진단비(유사암제외),30000000,"3,000만원",11039,created
8634,HEUNGKUK,A4210,유사암진단비,6000000,600만원,11040,created
8634,HEUNGKUK,A4209,고액치료비암진단비,10000000,"1,000만원",11041,created
8635,HEUNGKUK,A9617_1,항암방사선약물치료비,3000000,300만원,11042,created
8635,HEUNGKUK,A9619_1,표적항암약물허가치료비,10000000,"1,000만원",11043,created
8635,HEUNGKUK,A5200,암수술비(유사암제외),5000000,500만원,11044,created
8635,HEUNGKUK,A5298_001,유사암수술비,300000,30만원,11045,created
8635,HEUNGKUK,A9630_1,다빈치및레보아이로봇 암수술비(갑상선암 및 전립선암 제외)(최초1회한),10000000,"1,000만원",11046,created
8635,HEUNGKUK,A9630_1,다빈치및레보아이로봇 암수술비(갑상선암 및 전립선암)(최초1회한),10000000,"1,000만원",,skipped_existing
8635,HEUNGKUK,A6300_1,일반상해입원비(1일-180일),10000,1만원,11047,created
8635,HEUNGKUK,A6100_1,질병입원비(1일-180일),10000,1만원,11048,created
8635,HEUNGKUK,A5300,상해수술비,100000,10만원,11049,created
8635,HEUNGKUK,A5100,질병수술비,100000,10만원,11050,created
8635,HEUNGKUK,A5104_1,뇌혈관질환수술비,5000000,500만원,11051,created
8635,HEUNGKUK,A5107_1,허혈성심질환수술비,5000000,500만원,11052,created
8635,HEUNGKUK,A1300,일반상해사망,10000000,"1,000만원",11053,created
8635,HEUNGKUK,A1100,질병사망,10000000,"1,000만원",11054,created
8635,HEUNGKUK,A4301_1,골절진단비(치아파절제외),100000,10만원,11055,created
8636,HEUNGKUK,A4302,화상진단비,100000,10만원,11056,created
8636,HEUNGKUK,A4103,뇌졸중진단비,10000000,"1,000만원",11057,created
8636,HEUNGKUK,A4105,허혈성심질환진단비,10000000,"1,000만원",11058,created
8636,HEUNGKUK,A4104_1,주요심장염증질환진단비,1000000,100만원,11059,created
8636,HEUNGKUK,A4101,뇌혈관질환진단비,10000000,"1,000만원",11060,created
8636,HEUNGKUK,A4102,뇌출혈진단비,10000000,"1,000만원",11061,created
8637,HEUNGKUK,A9640_1,뇌졸중 혈전용해치료비(1회한),2000000,200만원,11062,created
8637,HEUNGKUK,A9640_1,특정허혈성심질환 혈전용해치료비(1회한),2000000,200만원,,skipped_existing
8637,HEUNGKUK,A4200_1,암진단비(유사암제외),30000000,"3,000만원",11063,created
8637,HEUNGKUK,A4210,유사암진단비,6000000,600만원,11064,created
8639,HEUNGKUK,A5200,암수술비(유사암제외),5000000,500만원,11065,created
8639,HEUNGKUK,A5298_001,유사암수술비,300000,30만원,11066,created
8639,HEUNGKUK,A9630_1,다빈치및레보아이로봇 암수술비(갑상선암 및 전립선암 제외)(최초1회한),10000000,"1,000만원",11067,created
8639,HEUNGKUK,A9630_1,다빈치및레보아이로봇 암수술비(갑상선암 및 전립선암)(최초1회한),10000000,"1,000만원",,skipped_existing
8639,HEUNGKUK,A6300_1,일반상해입원비(1일-180일),10000,1만원,11068,created
8639,HEUNGKUK,A6100_1,질병입원비(1일-180일),10000,1만원,11069,created
8640,HEUNGKUK,A5300,상해수술비,100000,10만원,11070,created
8640,HEUNGKUK,A5100,질병수술비,100000,10만원,11071,created
8640,HEUNGKUK,A5104_1,뇌혈관질환수술비,5000000,500만원,11072,created
8640,HEUNGKUK,A5107_1,허혈성심질환수술비,5000000,500만원,11073,created
8645,HEUNGKUK,A6300_1,일반상해입원비(1일-30일),2000000,200만원,11074,created
8645,HEUNGKUK,A6300_1,반상해입원비(1일-30일),2000000,200만원,,skipped_existing
8645,HEUNGKUK,A6300_1,"간병인사용 일반상해입원비(요양,정신,한방병원제외)(151일이상)",2000000,200만원,,skipped_existing
8646,HEUNGKUK,A6100_1,질병입원비(1일-30일),2000000,200만원,11075,created
8646,HEUNGKUK,A6100_1,"질병입원비(요양,정신,한방병원제외)(151일이상)",2000000,200만원,,skipped_existing
8646,HEUNGKUK,A6100_1,"간병통합서비스사용 질병입원비(요양,정신,한방병원제외)(151일이상)",2000000,200만원,,skipped_existing
8654,HEUNGKUK,A6300_1,반상해입원비(상급종합병원)(1일-60일),2000000,200만원,11076,created
8654,HEUNGKUK,A6300_1,일반상해입원비(1일-30일),2000000,200만원,,skipped_existing
8654,HEUNGKUK,A6300_1,"간병인사용 일반상해입원비(요양,정신,한방병원제외)(151일이상)",2000000,200만원,,skipped_existing
8654,HEUNGKUK,A6300_1,"서비스 일반상해입원비(요양,정신,한방병원제외)(151일이상)",2000000,200만원,,skipped_existing
8655,HEUNGKUK,A6100_1,질병입원비(1일-30일),2000000,200만원,11077,created
8655,HEUNGKUK,A6100_1,"질병입원비(요양,정신,한방병원제외)(151일이상)",2000000,200만원,,skipped_existing
8655,HEUNGKUK,A6100_1,"간병통합서비스사용 질병입원비(요양,정신,한방병원제외)(151일이상)",2000000,200만원,,skipped_existing
8679,HEUNGKUK,A4200_1,암진단비(유사암제외),10000000,"1,000만원",11078,created
8679,HEUNGKUK,A4210,유사암진단비,10000000,"1,000만원",11079,created
8728,HEUNGKUK,A1300,일반상해사망,100000000,1억원,11080,created
8728,HEUNGKUK,A1100,질병사망,10000000,"1,000만원",11081,created
8728,HEUNGKUK,A4103,뇌졸중진단비,10000000,"1,000만원",11082,created
8728,HEUNGKUK,A4200_1,암진단비(유사암제외),50000000,"5,000만원",11083,created
8728,HEUNGKUK,A4210,유사암진단비,5000000,500만원,11084,created
8728,HEUNGKUK,A6300_1,일반상해입원비(1일-180일),10000,1만원,11085,created
8728,HEUNGKUK,A6100_1,질병입원비(1일-180일),10000,1만원,11086,created
8728,HEUNGKUK,A5300,상해수술비,100000,10만원,11087,created
8728,HEUNGKUK,A5100,질병수술비,100000,10만원,11088,created
5255,KB,A4301_1,골절진단비,100000,10만원,11089,created
5255,KB,A4302,화상진단비,100000,10만원,11090,created
5255,KB,A5100,질병수술비,100000,10만원,11091,created
5255,KB,A5200,암수술비(유사암제외),300000,30만원,11092,created
5255,KB,A5298_001,유사암수술비,300000,30만원,11093,created
5255,KB,A5107_1,허혈성심장질환수술비,100000,10만원,11094,created
5255,KB,A5300,상해수술비,100000,10만원,11095,created
5255,KB,A9619_1,특정항암호르몬약물허가치료비(최초1회한),500000,50만원,11096,created
5255,KB,A9640_1,혈전용해치료비,10000,1만원,11097,created
5257,KB,A4301_1,골절진단비,100000,10만원,11098,created
5258,KB,A4302,화상진단비,100000,10만원,11099,created
5258,KB,A5100,질병수술비,100000,10만원,11100,created
5258,KB,A5298_001,유사암수술비,300000,30만원,11101,created
5258,KB,A5300,상해수술비,100000,10만원,11102,created
3217,LOTTE,A1300,상해사망,10000000,"1,000만원",11103,created
3217,LOTTE,A1100,질병사망,10000000,"1,000만원",11104,created
3217,LOTTE,A4200_1,일반암진단비,30000000,"3,000만원",11105,created
3217,LOTTE,A4210,유사암진단비,6000000,600만원,11106,created
3217,LOTTE,A4299_1,재진단암진단비,10000000,"1,000만원",11107,created
3217,LOTTE,A4209,고액치료비암진단비,10000000,"1,000만원",11108,created
3217,LOTTE,A5298_001,유사암수술비(매회),300000,30만원,11109,created
3217,LOTTE,A9617_1,항암방사선치료비,3000000,300만원,11110,created
3217,LOTTE,A9617_1,항암약물치료비,3000000,300만원,,skipped_existing
3217,LOTTE,A9630_1,다빈치로봇암수술비(갑상선암및전립선암제외),10000000,"1,000만원",11111,created
3217,LOTTE,A9630_1,다빈치로봇갑상선암및전립선암수술비(최초1회한),2000000,200만원,,skipped_existing
3217,LOTTE,A9619_1,표적항암약물허가치료비(유방암및비뇨생식기암),10000000,"1,000만원",11112,created
3217,LOTTE,A9619_1,표적항암약물허가치료비(3대주요기관암)(1회한),10000000,"1,000만원",,skipped_existing
3217,LOTTE,A9619_1,표적항암약물허가치료비(림프종및백혈병관련암),10000000,"1,000만원",,skipped_existing
3217,LOTTE,A9619_1,표적항암약물허가치료비,10000000,"1,000만원",,skipped_existing
3217,LOTTE,A9620_1,항암약물허가치료비(1회한)(갱신형),10000000,"1,000만원",11113,created
3217,LOTTE,A4101,뇌혈관질환진단비,10000000,"1,000만원",11114,created
3217,LOTTE,A4103,뇌졸중진단비,10000000,"1,000만원",11115,created
3217,LOTTE,A4102,뇌출혈진단비,10000000,"1,000만원",11116,created
3217,LOTTE,A9640_1,혈전용해치료비,2000000,200만원,11117,created
3217,LOTTE,A4105,허혈성심장질환진단비,10000000,"1,000만원",11118,created
3217,LOTTE,A9640_1,혈전용해치료비,2000000,200만원,,skipped_existing
3217,LOTTE,A5104_1,뇌혈관질환수술비,5000000,500만원,11119,created
3217,LOTTE,A5107_1,허혈심장질환수술비,5000000,500만원,11120,created
3217,LOTTE,A5300,상해입원수술비(당일입원제외),100000,10만원,11121,created
3217,LOTTE,A5300,상해통원수술비(당일입원포함),100000,10만원,,skipped_existing
3217,LOTTE,A5100,질병입원수술비(당일입원제외),100000,10만원,11122,created
3217,LOTTE,A5100,질병통원수술비(당일입원포함),100000,10만원,,skipped_existing
3217,LOTTE,A6300_1,상해입원비(1일-180일),10000,1만원,11123,created
3217,LOTTE,A6100_1,질병입원비(1일-180일),10000,1만원,11124,created
3217,LOTTE,A4301_1,골절진단비(치아파절제외),100000,10만원,11125,created
3217,LOTTE,A4302,화상진단비,100000,10만원,11126,created
3218,LOTTE,A1300,상해사망,10000000,"1,000만원",11127,created
3218,LOTTE,A1100,질병사망,10000000,"1,000만원",11128,created
3218,LOTTE,A4200_1,일반암진단비,30000000,"3,000만원",11129,created
3218,LOTTE,A4210,유사암진단비,6000000,600만원,11130,created
3218,LOTTE,A4299_1,재진단암진단비,10000000,"1,000만원",11131,created
3218,LOTTE,A4209,고액치료비암진단비,10000000,"1,000만원",11132,created
3222,LOTTE,A6300_1,상해입원비(1일-180일),10000,1만원,11133,created
3222,LOTTE,A6100_1,질병입원비(1일-180일),10000,1만원,11134,created
3222,LOTTE,A4101,뇌혈관질환진단비,10000000,"1,000만원",11135,created
3222,LOTTE,A4103,뇌졸중진단비,10000000,"1,000만원",11136,created
3222,LOTTE,A4102,뇌출혈진단비,10000000,"1,000만원",11137,created
3222,LOTTE,A9640_1,혈전용해치료비,2000000,200만원,11138,created
3222,LOTTE,A4105,허혈성심장질환진단비,10000000,"1,000만원",11139,created
3222,LOTTE,A9640_1,혈전용해치료비,2000000,200만원,,skipped_existing
3222,LOTTE,A5104_1,뇌혈관질환수술비,5000000,500만원,11140,created
3222,LOTTE,A5107_1,허혈심장질환수술비,5000000,500만원,11141,created
3223,LOTTE,A5300,상해입원수술비(당일입원제외),100000,10만원,11142,created
3223,LOTTE,A5300,상해통원수술비(당일입원포함),100000,10만원,,skipped_existing
3223,LOTTE,A5100,질병입원수술비(당일입원제외),100000,10만원,11143,created
3223,LOTTE,A5100,질병통원수술비(당일입원포함),100000,10만원,,skipped_existing
3223,LOTTE,A4301_1,골절진단비(치아파절제외),100000,10만원,11144,created
3223,LOTTE,A4302,화상진단비,100000,10만원,11145,created
3226,LOTTE,A1300,상해사망,10000000,"1,000만원",11146,created
3226,LOTTE,A1100,질병사망,10000000,"1,000만원",11147,created
3226,LOTTE,A4200_1,일반암진단비,30000000,"3,000만원",11148,created
3226,LOTTE,A4210,유사암진단비,6000000,600만원,11149,created
3226,LOTTE,A4299_1,재진단암진단비,10000000,"1,000만원",11150,created
3226,LOTTE,A4209,고액치료비암진단비,10000000,"1,000만원",11151,created
3226,LOTTE,A5298_001,유사암수술비(매회),300000,30만원,11152,created
3226,LOTTE,A9617_1,항암방사선치료비,3000000,300만원,11153,created
3226,LOTTE,A9617_1,항암약물치료비,3000000,300만원,,skipped_existing
3226,LOTTE,A9630_1,다빈치로봇암수술비(갑상선암및전립선암제외),10000000,"1,000만원",11154,created
3226,LOTTE,A9630_1,다빈치로봇갑상선암및전립선암수술비(최초1회한),2000000,200만원,,skipped_existing
3226,LOTTE,A9619_1,표적항암약물허가치료비(유방암및비뇨생식기암),10000000,"1,000만원",11155,created
3226,LOTTE,A9619_1,표적항암약물허가치료비(3대주요기관암)(1회한),10000000,"1,000만원",,skipped_existing
3226,LOTTE,A9619_1,표적항암약물허가치료비(림프종및백혈병관련암),10000000,"1,000만원",,skipped_existing
3226,LOTTE,A9619_1,표적항암약물허가치료비,10000000,"1,000만원",,skipped_existing
3226,LOTTE,A9620_1,항암약물허가치료비(1회한)(갱신형),10000000,"1,000만원",11156,created
3226,LOTTE,A4101,뇌혈관질환진단비,10000000,"1,000만원",11157,created
3226,LOTTE,A4103,뇌졸중진단비,10000000,"1,000만원",11158,created
3226,LOTTE,A4102,뇌출혈진단비,10000000,"1,000만원",11159,created
3226,LOTTE,A9640_1,혈전용해치료비,2000000,200만원,11160,created
3226,LOTTE,A4105,허혈성심장질환진단비,10000000,"1,000만원",11161,created
3226,LOTTE,A9640_1,혈전용해치료비,2000000,200만원,,skipped_existing
3226,LOTTE,A5104_1,뇌혈관질환수술비,5000000,500만원,11162,created
3226,LOTTE,A5107_1,허혈심장질환수술비,5000000,500만원,11163,created
3226,LOTTE,A5300,상해입원수술비(당일입원제외),100000,10만원,11164,created
3226,LOTTE,A5300,상해통원수술비(당일입원포함),100000,10만원,,skipped_existing
3226,LOTTE,A5100,질병입원수술비(당일입원제외),100000,10만원,11165,created
3226,LOTTE,A5100,질병통원수술비(당일입원포함),100000,10만원,,skipped_existing
3226,LOTTE,A6300_1,상해입원비(1일-180일),10000,1만원,11166,created
3226,LOTTE,A6100_1,질병입원비(1일-180일),10000,1만원,11167,created
3226,LOTTE,A4301_1,골절진단비(치아파절제외),100000,10만원,11168,created
3226,LOTTE,A4302,화상진단비,100000,10만원,11169,created
3227,LOTTE,A1300,상해사망,10000000,"1,000만원",11170,created
3227,LOTTE,A1100,질병사망,10000000,"1,000만원",11171,created
3227,LOTTE,A4200_1,일반암진단비,30000000,"3,000만원",11172,created
3227,LOTTE,A4210,유사암진단비,6000000,600만원,11173,created
3227,LOTTE,A4299_1,재진단암진단비,10000000,"1,000만원",11174,created
3227,LOTTE,A4209,고액치료비암진단비,10000000,"1,000만원",11175,created
3231,LOTTE,A6300_1,상해입원비(1일-180일),10000,1만원,11176,created
3231,LOTTE,A6100_1,질병입원비(1일-180일),10000,1만원,11177,created
3231,LOTTE,A4101,뇌혈관질환진단비,10000000,"1,000만원",11178,created
3231,LOTTE,A4103,뇌졸중진단비,10000000,"1,000만원",11179,created
3231,LOTTE,A4102,뇌출혈진단비,10000000,"1,000만원",11180,created
3231,LOTTE,A9640_1,혈전용해치료비,2000000,200만원,11181,created
3231,LOTTE,A4105,허혈성심장질환진단비,10000000,"1,000만원",11182,created
3231,LOTTE,A9640_1,혈전용해치료비,2000000,200만원,,skipped_existing
3231,LOTTE,A5104_1,뇌혈관질환수술비,5000000,500만원,11183,created
3231,LOTTE,A5107_1,허혈심장질환수술비,5000000,500만원,11184,created
3232,LOTTE,A5300,상해입원수술비(당일입원제외),100000,10만원,11185,created
3232,LOTTE,A5300,상해통원수술비(당일입원포함),100000,10만원,,skipped_existing
3232,LOTTE,A5100,질병입원수술비(당일입원제외),100000,10만원,11186,created
3232,LOTTE,A5100,질병통원수술비(당일입원포함),100000,10만원,,skipped_existing
3232,LOTTE,A4301_1,골절진단비(치아파절제외),100000,10만원,11187,created
3232,LOTTE,A4302,화상진단비,100000,10만원,11188,created
3257,LOTTE,A1100,질병사망보험금,200000000,2억원,11189,created
3301,LOTTE,A1100,질병사망보험금,200000000,2억원,11190,created
3332,LOTTE,A5100,질병수술비(1~5종)(매회),200000,20만원,11191,created
3388,LOTTE,A1300,상해사망,200000000,2억원,11192,created
3388,LOTTE,A4200_1,일반암진단비,20000000,"2,000만원",11193,created
3388,LOTTE,A4210,유사암진단비,2000000,200만원,11194,created
3388,LOTTE,A4103,뇌졸중진단비,10000000,"1,000만원",11195,created
3388,LOTTE,A1100,질병사망,10000000,"1,000만원",11196,created
3388,LOTTE,A6300_1,상해입원비(1일-180일),10000,1만원,11197,created
3388,LOTTE,A6100_1,질병입원비(1일-180일),10000,1만원,11198,created
3397,LOTTE,A1100,질병사망보험금,200000000,2억원,11199,created
3455,LOTTE,A1300,상해사망,200000000,2억원,11200,created
3455,LOTTE,A4200_1,일반암진단비,20000000,"2,000만원",11201,created
3455,LOTTE,A4210,유사암진단비,2000000,200만원,11202,created
3455,LOTTE,A4103,뇌졸중진단비,10000000,"1,000만원",11203,created
3455,LOTTE,A1100,질병사망,10000000,"1,000만원",11204,created
3455,LOTTE,A6300_1,상해입원비(1일-180일),10000,1만원,11205,created
3455,LOTTE,A6100_1,질병입원비(1일-180일),10000,1만원,11206,created
1282,MERITZ,A5300,상해수술비,100000,10만원,11207,created
1282,MERITZ,A5100,질병수술비,100000,10만원,11208,created
1282,MERITZ,A4302,신화상치료비(화상진단비),100000,10만원,11209,created
1287,MERITZ,A5300,상해수술비,100000,10만원,11210,created
1287,MERITZ,A5300,하나의 상해수술비,100000,10만원,,skipped_existing
1287,MERITZ,A5100,질병수술비,100000,10만원,11211,created
1506,MERITZ,A1300,일반상해사망보장,1000000,100만원,11212,created
1506,MERITZ,A1300,일반상해사망보장,1000000,100만원,,skipped_existing
1506,MERITZ,A1300,에 의하여 일반상해사망보장,1000000,100만원,,skipped_existing
